Country,date,type,value
Australia,12/08/2020,Daily ICU occupancy,44
Australia,12/08/2020,Daily ICU occupancy per million,1.681
Australia,12/08/2020,Daily hospital occupancy,686
Australia,12/08/2020,Daily hospital occupancy per million,26.206
Australia,13/08/2020,Daily ICU occupancy,47
Australia,13/08/2020,Daily ICU occupancy per million,1.795
Australia,13/08/2020,Daily hospital occupancy,679
Australia,13/08/2020,Daily hospital occupancy per million,25.938
Australia,14/08/2020,Daily ICU occupancy,48
Australia,14/08/2020,Daily ICU occupancy per million,1.834
Australia,14/08/2020,Daily hospital occupancy,681
Australia,14/08/2020,Daily hospital occupancy per million,26.015
Australia,15/08/2020,Daily ICU occupancy,47
Australia,15/08/2020,Daily ICU occupancy per million,1.795
Australia,15/08/2020,Daily hospital occupancy,680
Australia,15/08/2020,Daily hospital occupancy per million,25.977
Australia,16/08/2020,Daily ICU occupancy,51
Australia,16/08/2020,Daily ICU occupancy per million,1.948
Australia,16/08/2020,Daily hospital occupancy,674
Australia,16/08/2020,Daily hospital occupancy per million,25.747
Australia,17/08/2020,Daily ICU occupancy,52
Australia,17/08/2020,Daily ICU occupancy per million,1.986
Australia,17/08/2020,Daily hospital occupancy,682
Australia,17/08/2020,Daily hospital occupancy per million,26.053
Australia,18/08/2020,Daily ICU occupancy,52
Australia,18/08/2020,Daily ICU occupancy per million,1.986
Australia,18/08/2020,Daily hospital occupancy,694
Australia,18/08/2020,Daily hospital occupancy per million,26.511
Australia,19/08/2020,Daily ICU occupancy,51
Australia,19/08/2020,Daily ICU occupancy per million,1.948
Australia,19/08/2020,Daily hospital occupancy,644
Australia,19/08/2020,Daily hospital occupancy per million,24.601
Australia,20/08/2020,Daily ICU occupancy,47
Australia,20/08/2020,Daily ICU occupancy per million,1.795
Australia,20/08/2020,Daily hospital occupancy,647
Australia,20/08/2020,Daily hospital occupancy per million,24.716
Australia,21/08/2020,Daily ICU occupancy,43
Australia,21/08/2020,Daily ICU occupancy per million,1.643
Australia,21/08/2020,Daily hospital occupancy,631
Australia,21/08/2020,Daily hospital occupancy per million,24.105
Australia,22/08/2020,Daily ICU occupancy,39
Australia,22/08/2020,Daily ICU occupancy per million,1.49
Australia,22/08/2020,Daily hospital occupancy,604
Australia,22/08/2020,Daily hospital occupancy per million,23.073
Australia,23/08/2020,Daily ICU occupancy,38
Australia,23/08/2020,Daily ICU occupancy per million,1.452
Australia,23/08/2020,Daily hospital occupancy,659
Australia,23/08/2020,Daily hospital occupancy per million,25.174
Australia,24/08/2020,Daily ICU occupancy,42
Australia,24/08/2020,Daily ICU occupancy per million,1.604
Australia,24/08/2020,Daily hospital occupancy,644
Australia,24/08/2020,Daily hospital occupancy per million,24.601
Australia,25/08/2020,Daily ICU occupancy,46
Australia,25/08/2020,Daily ICU occupancy per million,1.757
Australia,25/08/2020,Daily hospital occupancy,603
Australia,25/08/2020,Daily hospital occupancy per million,23.035
Australia,26/08/2020,Daily ICU occupancy,35
Australia,26/08/2020,Daily ICU occupancy per million,1.337
Australia,26/08/2020,Daily hospital occupancy,558
Australia,26/08/2020,Daily hospital occupancy per million,21.316
Australia,27/08/2020,Daily ICU occupancy,35
Australia,27/08/2020,Daily ICU occupancy per million,1.337
Australia,27/08/2020,Daily hospital occupancy,543
Australia,27/08/2020,Daily hospital occupancy per million,20.743
Australia,28/08/2020,Daily ICU occupancy,32
Australia,28/08/2020,Daily ICU occupancy per million,1.222
Australia,28/08/2020,Daily hospital occupancy,510
Australia,28/08/2020,Daily hospital occupancy per million,19.482
Australia,29/08/2020,Daily ICU occupancy,31
Australia,29/08/2020,Daily ICU occupancy per million,1.184
Australia,29/08/2020,Daily hospital occupancy,501
Australia,29/08/2020,Daily hospital occupancy per million,19.139
Australia,30/08/2020,Daily ICU occupancy,27
Australia,30/08/2020,Daily ICU occupancy per million,1.031
Australia,30/08/2020,Daily hospital occupancy,481
Australia,30/08/2020,Daily hospital occupancy per million,18.375
Australia,31/08/2020,Daily ICU occupancy,26
Australia,31/08/2020,Daily ICU occupancy per million,0.993
Australia,31/08/2020,Daily hospital occupancy,450
Australia,31/08/2020,Daily hospital occupancy per million,17.19
Australia,1/09/2020,Daily ICU occupancy,23
Australia,1/09/2020,Daily ICU occupancy per million,0.879
Australia,1/09/2020,Daily hospital occupancy,432
Australia,1/09/2020,Daily hospital occupancy per million,16.503
Australia,2/09/2020,Daily ICU occupancy,26
Australia,2/09/2020,Daily ICU occupancy per million,0.993
Australia,2/09/2020,Daily hospital occupancy,391
Australia,2/09/2020,Daily hospital occupancy per million,14.937
Australia,3/09/2020,Daily ICU occupancy,27
Australia,3/09/2020,Daily ICU occupancy per million,1.031
Australia,3/09/2020,Daily hospital occupancy,357
Australia,3/09/2020,Daily hospital occupancy per million,13.638
Australia,4/09/2020,Daily ICU occupancy,27
Australia,4/09/2020,Daily ICU occupancy per million,1.031
Australia,4/09/2020,Daily hospital occupancy,326
Australia,4/09/2020,Daily hospital occupancy per million,12.453
Australia,5/09/2020,Daily ICU occupancy,26
Australia,5/09/2020,Daily ICU occupancy per million,0.993
Australia,5/09/2020,Daily hospital occupancy,310
Australia,5/09/2020,Daily hospital occupancy per million,11.842
Australia,6/09/2020,Daily ICU occupancy,32
Australia,6/09/2020,Daily ICU occupancy per million,1.222
Australia,6/09/2020,Daily hospital occupancy,294
Australia,6/09/2020,Daily hospital occupancy per million,11.231
Australia,7/09/2020,Daily ICU occupancy,29
Australia,7/09/2020,Daily ICU occupancy per million,1.108
Australia,7/09/2020,Daily hospital occupancy,263
Australia,7/09/2020,Daily hospital occupancy per million,10.047
Australia,8/09/2020,Daily ICU occupancy,26
Australia,8/09/2020,Daily ICU occupancy per million,0.993
Australia,8/09/2020,Daily hospital occupancy,221
Australia,8/09/2020,Daily hospital occupancy per million,8.442
Australia,9/09/2020,Daily ICU occupancy,23
Australia,9/09/2020,Daily ICU occupancy per million,0.879
Australia,9/09/2020,Daily hospital occupancy,195
Australia,9/09/2020,Daily hospital occupancy per million,7.449
Australia,10/09/2020,Daily ICU occupancy,18
Australia,10/09/2020,Daily ICU occupancy per million,0.688
Australia,10/09/2020,Daily hospital occupancy,162
Australia,10/09/2020,Daily hospital occupancy per million,6.189
Australia,11/09/2020,Daily ICU occupancy,15
Australia,11/09/2020,Daily ICU occupancy per million,0.573
Australia,11/09/2020,Daily hospital occupancy,151
Australia,11/09/2020,Daily hospital occupancy per million,5.768
Australia,12/09/2020,Daily ICU occupancy,17
Australia,12/09/2020,Daily ICU occupancy per million,0.649
Australia,12/09/2020,Daily hospital occupancy,137
Australia,12/09/2020,Daily hospital occupancy per million,5.234
Australia,13/09/2020,Daily ICU occupancy,18
Australia,13/09/2020,Daily ICU occupancy per million,0.688
Australia,13/09/2020,Daily hospital occupancy,141
Australia,13/09/2020,Daily hospital occupancy per million,5.386
Australia,14/09/2020,Daily ICU occupancy,17
Australia,14/09/2020,Daily ICU occupancy per million,0.649
Australia,14/09/2020,Daily hospital occupancy,139
Australia,14/09/2020,Daily hospital occupancy per million,5.31
Australia,15/09/2020,Daily ICU occupancy,16
Australia,15/09/2020,Daily ICU occupancy per million,0.611
Australia,15/09/2020,Daily hospital occupancy,126
Australia,15/09/2020,Daily hospital occupancy per million,4.813
Australia,16/09/2020,Daily ICU occupancy,16
Australia,16/09/2020,Daily ICU occupancy per million,0.611
Australia,16/09/2020,Daily hospital occupancy,117
Australia,16/09/2020,Daily hospital occupancy per million,4.47
Australia,17/09/2020,Daily ICU occupancy,15
Australia,17/09/2020,Daily ICU occupancy per million,0.573
Australia,17/09/2020,Daily hospital occupancy,108
Australia,17/09/2020,Daily hospital occupancy per million,4.126
Australia,18/09/2020,Daily ICU occupancy,12
Australia,18/09/2020,Daily ICU occupancy per million,0.458
Australia,18/09/2020,Daily hospital occupancy,106
Australia,18/09/2020,Daily hospital occupancy per million,4.049
Australia,19/09/2020,Daily ICU occupancy,10
Australia,19/09/2020,Daily ICU occupancy per million,0.382
Australia,19/09/2020,Daily hospital occupancy,109
Australia,19/09/2020,Daily hospital occupancy per million,4.164
Australia,20/09/2020,Daily ICU occupancy,8
Australia,20/09/2020,Daily ICU occupancy per million,0.306
Australia,20/09/2020,Daily hospital occupancy,107
Australia,20/09/2020,Daily hospital occupancy per million,4.087
Australia,21/09/2020,Daily ICU occupancy,11
Australia,21/09/2020,Daily ICU occupancy per million,0.42
Australia,21/09/2020,Daily hospital occupancy,100
Australia,21/09/2020,Daily hospital occupancy per million,3.82
Australia,22/09/2020,Daily ICU occupancy,11
Australia,22/09/2020,Daily ICU occupancy per million,0.42
Australia,22/09/2020,Daily hospital occupancy,89
Australia,22/09/2020,Daily hospital occupancy per million,3.4
Australia,23/09/2020,Daily ICU occupancy,11
Australia,23/09/2020,Daily ICU occupancy per million,0.42
Australia,23/09/2020,Daily hospital occupancy,81
Australia,23/09/2020,Daily hospital occupancy per million,3.094
Australia,24/09/2020,Daily ICU occupancy,11
Australia,24/09/2020,Daily ICU occupancy per million,0.42
Australia,24/09/2020,Daily hospital occupancy,71
Australia,24/09/2020,Daily hospital occupancy per million,2.712
Australia,25/09/2020,Daily ICU occupancy,12
Australia,25/09/2020,Daily ICU occupancy per million,0.458
Australia,25/09/2020,Daily hospital occupancy,68
Australia,25/09/2020,Daily hospital occupancy per million,2.598
Australia,26/09/2020,Daily ICU occupancy,12
Australia,26/09/2020,Daily ICU occupancy per million,0.458
Australia,26/09/2020,Daily hospital occupancy,65
Australia,26/09/2020,Daily hospital occupancy per million,2.483
Australia,27/09/2020,Daily ICU occupancy,11
Australia,27/09/2020,Daily ICU occupancy per million,0.42
Australia,27/09/2020,Daily hospital occupancy,62
Australia,27/09/2020,Daily hospital occupancy per million,2.368
Australia,28/09/2020,Daily ICU occupancy,8
Australia,28/09/2020,Daily ICU occupancy per million,0.306
Australia,28/09/2020,Daily hospital occupancy,60
Australia,28/09/2020,Daily hospital occupancy per million,2.292
Australia,29/09/2020,Daily ICU occupancy,9
Australia,29/09/2020,Daily ICU occupancy per million,0.344
Australia,29/09/2020,Daily hospital occupancy,55
Australia,29/09/2020,Daily hospital occupancy per million,2.101
Australia,30/09/2020,Daily ICU occupancy,9
Australia,30/09/2020,Daily ICU occupancy per million,0.344
Australia,30/09/2020,Daily hospital occupancy,50
Australia,30/09/2020,Daily hospital occupancy per million,1.91
Australia,1/10/2020,Daily ICU occupancy,6
Australia,1/10/2020,Daily ICU occupancy per million,0.229
Australia,1/10/2020,Daily hospital occupancy,51
Australia,1/10/2020,Daily hospital occupancy per million,1.948
Australia,2/10/2020,Daily ICU occupancy,6
Australia,2/10/2020,Daily ICU occupancy per million,0.229
Australia,2/10/2020,Daily hospital occupancy,49
Australia,2/10/2020,Daily hospital occupancy per million,1.872
Australia,3/10/2020,Daily ICU occupancy,6
Australia,3/10/2020,Daily ICU occupancy per million,0.229
Australia,3/10/2020,Daily hospital occupancy,46
Australia,3/10/2020,Daily hospital occupancy per million,1.757
Australia,4/10/2020,Daily ICU occupancy,6
Australia,4/10/2020,Daily ICU occupancy per million,0.229
Australia,4/10/2020,Daily hospital occupancy,46
Australia,4/10/2020,Daily hospital occupancy per million,1.757
Australia,5/10/2020,Daily ICU occupancy,5
Australia,5/10/2020,Daily ICU occupancy per million,0.191
Australia,5/10/2020,Daily hospital occupancy,37
Australia,5/10/2020,Daily hospital occupancy per million,1.413
Australia,6/10/2020,Daily ICU occupancy,6
Australia,6/10/2020,Daily ICU occupancy per million,0.229
Australia,6/10/2020,Daily hospital occupancy,32
Australia,6/10/2020,Daily hospital occupancy per million,1.222
Australia,7/10/2020,Daily ICU occupancy,3
Australia,7/10/2020,Daily ICU occupancy per million,0.115
Australia,7/10/2020,Daily hospital occupancy,31
Australia,7/10/2020,Daily hospital occupancy per million,1.184
Australia,8/10/2020,Daily ICU occupancy,4
Australia,8/10/2020,Daily ICU occupancy per million,0.153
Australia,8/10/2020,Daily hospital occupancy,28
Australia,8/10/2020,Daily hospital occupancy per million,1.07
Australia,9/10/2020,Daily ICU occupancy,3
Australia,9/10/2020,Daily ICU occupancy per million,0.115
Australia,9/10/2020,Daily hospital occupancy,31
Australia,9/10/2020,Daily hospital occupancy per million,1.184
Australia,10/10/2020,Daily ICU occupancy,1
Australia,10/10/2020,Daily ICU occupancy per million,0.038
Australia,10/10/2020,Daily hospital occupancy,31
Australia,10/10/2020,Daily hospital occupancy per million,1.184
Australia,11/10/2020,Daily ICU occupancy,1
Australia,11/10/2020,Daily ICU occupancy per million,0.038
Australia,11/10/2020,Daily hospital occupancy,32
Australia,11/10/2020,Daily hospital occupancy per million,1.222
Australia,12/10/2020,Daily ICU occupancy,1
Australia,12/10/2020,Daily ICU occupancy per million,0.038
Australia,12/10/2020,Daily hospital occupancy,31
Australia,12/10/2020,Daily hospital occupancy per million,1.184
Australia,13/10/2020,Daily ICU occupancy,1
Australia,13/10/2020,Daily ICU occupancy per million,0.038
Australia,13/10/2020,Daily hospital occupancy,28
Australia,13/10/2020,Daily hospital occupancy per million,1.07
Australia,14/10/2020,Daily ICU occupancy,1
Australia,14/10/2020,Daily ICU occupancy per million,0.038
Australia,14/10/2020,Daily hospital occupancy,26
Australia,14/10/2020,Daily hospital occupancy per million,0.993
Australia,15/10/2020,Daily ICU occupancy,1
Australia,15/10/2020,Daily ICU occupancy per million,0.038
Australia,15/10/2020,Daily hospital occupancy,20
Australia,15/10/2020,Daily hospital occupancy per million,0.764
Australia,16/10/2020,Daily ICU occupancy,0
Australia,16/10/2020,Daily ICU occupancy per million,0
Australia,16/10/2020,Daily hospital occupancy,18
Australia,16/10/2020,Daily hospital occupancy per million,0.688
Australia,17/10/2020,Daily ICU occupancy,1
Australia,17/10/2020,Daily ICU occupancy per million,0.038
Australia,17/10/2020,Daily hospital occupancy,16
Australia,17/10/2020,Daily hospital occupancy per million,0.611
Australia,18/10/2020,Daily ICU occupancy,1
Australia,18/10/2020,Daily ICU occupancy per million,0.038
Australia,18/10/2020,Daily hospital occupancy,17
Australia,18/10/2020,Daily hospital occupancy per million,0.649
Australia,19/10/2020,Daily ICU occupancy,1
Australia,19/10/2020,Daily ICU occupancy per million,0.038
Australia,19/10/2020,Daily hospital occupancy,17
Australia,19/10/2020,Daily hospital occupancy per million,0.649
Australia,20/10/2020,Daily ICU occupancy,1
Australia,20/10/2020,Daily ICU occupancy per million,0.038
Australia,20/10/2020,Daily hospital occupancy,16
Australia,20/10/2020,Daily hospital occupancy per million,0.611
Australia,21/10/2020,Daily ICU occupancy,0
Australia,21/10/2020,Daily ICU occupancy per million,0
Australia,21/10/2020,Daily hospital occupancy,16
Australia,21/10/2020,Daily hospital occupancy per million,0.611
Australia,22/10/2020,Daily ICU occupancy,0
Australia,22/10/2020,Daily ICU occupancy per million,0
Australia,22/10/2020,Daily hospital occupancy,20
Australia,22/10/2020,Daily hospital occupancy per million,0.764
Australia,23/10/2020,Daily ICU occupancy,0
Australia,23/10/2020,Daily ICU occupancy per million,0
Australia,23/10/2020,Daily hospital occupancy,18
Australia,23/10/2020,Daily hospital occupancy per million,0.688
Australia,24/10/2020,Daily ICU occupancy,0
Australia,24/10/2020,Daily ICU occupancy per million,0
Australia,24/10/2020,Daily hospital occupancy,17
Australia,24/10/2020,Daily hospital occupancy per million,0.649
Australia,25/10/2020,Daily ICU occupancy,0
Australia,25/10/2020,Daily ICU occupancy per million,0
Australia,25/10/2020,Daily hospital occupancy,17
Australia,25/10/2020,Daily hospital occupancy per million,0.649
Australia,26/10/2020,Daily ICU occupancy,1
Australia,26/10/2020,Daily ICU occupancy per million,0.038
